Moment_R_L00,Moment_R_L01,Moment_R_L02,Moment_R_L10,Moment_R_L11,Moment_R_L12,Moment_R_L20,Moment_R_L21,Moment_R_L22,Moment_G_L00,Moment_G_L01,Moment_G_L02,Moment_G_L10,Moment_G_L11,Moment_G_L12,Moment_G_L20,Moment_G_L21,Moment_G_L22,Moment_B_L00,Moment_B_L01,Moment_B_L02,Moment_B_L10,Moment_B_L11,Moment_B_L12,Moment_B_L20,Moment_B_L21,Moment_B_L22,contrast,dissimilarity,homogeneity,energy,correlation,average_red3,average_green3,average_blue3
0.0007111111111111111,-32.75293818361893,18.988290934047736,-9.394163346318024,-27.805718703406352,21.72857675621706,-31.5346599067031,-61.5062010618955,-100.2223285227086,0.0003814814814814815,7.225492774065137,35.402747334529856,-6.649879632721031,-26.93455000241696,21.068281019690485,13.653775288777261,-37.851341985130624,-160.20018379945637,0.0006333333333333332,-28.59237003217752,30.633340837252003,-11.894330346874401,-5.5270209370231065,13.838488150650745,4.730199033002761,-37.55409883245077,-120.52427564613035,759.5454515050168,19.27579710144928,0.09920557249243428,0.010504165446947331,0.9191734236060348,121.28118518518512,123.21507777777764,124.68495925925934
0.0005703703703703704,7.089162633008988,-2.976611110842249,-1.4125702096085877,-20.114230451891448,-14.967084217890116,-64.14795344959022,-5.112080762043439,-134.67800664873934,0.0005592592592592591,9.661719450633344,37.14091047526245,-8.230988554999115,-9.328566225198509,-7.879793725915593,6.4888364991221525,-7.558170142983527,-198.45164434100155,0.0007148148148148147,-1.8267733976729867,31.324348012028715,-7.841985995177088,-16.018396067065428,-13.508520200779353,15.821618007435308,-4.909634047356431,-197.78072735320984,365.4700483091788,12.858528428093647,0.18333452831546634,0.018353196615219912,0.9580797304948968,121.35784444444448,123.5907222222222,124.24604814814816
0.0006703703703703702,19.844124548378943,-54.00330639407843,34.819953533668254,10.727041773284835,-27.621608369214893,-72.68173476884267,-34.03216479994571,-21.67188704258453,0.00032962962962962964,23.320036649350595,-44.01051801101711,35.702109497312385,21.366574302258424,-18.61841275214127,-35.31056097076301,-47.31648770750799,-31.79346276494597,0.0008518518518518519,26.49440514724186,-34.078151365166384,30.609408273049308,22.75149028311227,-9.417922119219376,-26.044171444564924,-51.36072094182642,-31.72575595667611,418.17121516165,13.362653288740244,0.13899253516919946,0.01218480377035124,0.9604098699087896,125.30508518518532,125.92293703703696,126.08843703703705
0.000537037037037037,14.3014278396458,76.15964635472889,36.86409981450638,8.7264378268408,-41.022684862862526,47.83157001755662,-17.20981599333905,90.71905163844308,0.0002925925925925926,16.41000799306868,76.67769007125428,32.9808386384718,8.986223827512614,-33.80176144678268,55.63331536685929,-23.850714816865068,88.21814767323204,0.0008037037037037037,4.71109257609284,66.72966699543043,32.159306343906536,6.730817239199699,-27.92693696627568,49.74703526451765,-8.88509378268131,113.7713799443352,453.56441099962854,14.231939799331105,0.11971668141748,0.010949663112731213,0.9578643024844448,125.97055185185171,125.9513444444445,125.94901111111099
0.0008296296296296296,-41.541291314030715,41.5192839159509,-27.14977250973812,-33.0922710389623,10.711837892732888,80.2145074699919,-32.03600882740253,-101.56077879083595,0.0003851851851851852,-13.058890868593767,32.70185342555538,5.228140641810471,-50.47020948177747,-3.120890369046413,110.26808347308172,-13.494752320360966,-95.12742125440813,0.0007444444444444445,-22.39174256372224,51.6924914905211,-18.22432058987262,-24.43486012309563,6.836652996241763,104.19079490948393,-29.485384767986595,-85.23721915544077,532.3172203641768,16.617376439985133,0.08059719735471492,0.008951293417965278,0.9468622812211688,125.21232592592597,125.54373333333331,125.89775185185191
0.0005925925925925926,-3.1737585746063286,83.40037742978319,42.030656538672936,1.9885212044816527,-9.3407189581594,108.94049875619629,18.727274979288982,-55.00386788712138,9.25925925925926e-05,-13.689282628058367,86.94280199272873,27.93911101836405,2.0940303340256943,-4.887414751926843,106.94326678788572,21.901565948314932,-68.04660271261058,3.703703703703704e-05,-9.819895817867797,79.70170975581121,27.15836264143929,-14.111320887695644,-9.699648003661958,115.68830099703956,26.924968118920663,-62.97801692226785,131.14339650687478,8.087774061687107,0.1489656817636558,0.012033694847992313,0.9874988532885051,125.8094222222222,126.57028518518524,126.6015185185185
0.000762962962962963,-30.76826033161077,54.24783920071412,8.97408310146559,28.372199829461568,-6.4427672639820415,20.299093444970588,-63.76618280692149,-81.55321274575023,0.0002296296296296296,-8.924255233856641,62.54783984078061,15.526385828232765,28.62400385745619,2.592270425910357,45.60911252992869,-62.44583203991697,-89.28947329614519,0.000762962962962963,-12.216032863155878,62.96795504229683,22.54254086440352,24.599260745141788,-8.310203153970589,39.77502092813821,-64.11016483467581,-70.88573861200257,1104.2733184689703,22.165247120029726,0.09032775916099887,0.009311411371889526,0.8906085532374719,123.29320740740734,124.52905925925928,124.72111851851858
0.0008407407407407407,19.320103810942364,10.803631052592051,-30.80190467445872,11.60130401783229,28.87553276376666,-27.031324999867678,-19.640089944522586,-127.23415273764664,0.0001,23.052733803512865,36.81002369063052,-12.669444537191195,8.503673283609142,21.54936568601077,15.7820758608394,-8.868458562072279,-133.86795164173478,0.0,24.91601568918377,40.819538534034415,-10.05450435911738,8.36483784679498,24.10477841378996,30.29102182360941,-6.132438121918353,-121.03083593467659,586.9844778892605,16.860784095131926,0.09236351320154512,0.009311728740129043,0.94324566933457,124.35805555555542,125.613611111111,125.94915555555563
1.4814814814814817e-05,-34.761692798813876,-29.17586915482673,13.443926247449784,17.609558696565355,-9.824003159110152,-74.92551164118997,37.50128837068472,-16.706463852837448,0.0002740740740740741,1.5025492699794998,-12.542178477396645,26.348124986087843,32.59112548184109,-16.356203528419645,-27.042392950408534,7.508874575748293,-2.7742410092191,0.0005074074074074074,32.577725488744456,-1.6957655654480817,23.38388293452168,11.423391044341516,-0.21075904964474626,-32.178693811343024,1.7595968719206705,-14.953163772998481,3576.250639167595,45.26108881456707,0.04161832036569173,0.0069951772155110005,0.6250128570498037,123.24694814814812,123.71179999999984,124.53218148148136
0.00027777777777777783,-47.96557938629157,49.706093335355035,35.93473542941967,0.6618167335311912,9.02979799526115,35.13768860377292,26.56952941502768,-56.66403339660389,0.0007555555555555554,-32.17418287551864,61.32633561378571,38.03816624002908,11.771093083870904,14.419262067643261,45.831650140537576,42.56690072417636,-67.72415769630156,0.0009,-30.671929052212292,62.43181646503076,41.66323637543912,1.3014601362328264,14.632296718012931,47.85424146858101,32.95112771235904,-66.85097820624232,1594.3780787811224,21.863102935711627,0.09081384701642917,0.008545246857687521,0.8487977012389106,126.36472222222211,126.38605925925928,126.675388888889
