Moment_R_L00,Moment_R_L01,Moment_R_L02,Moment_R_L10,Moment_R_L11,Moment_R_L12,Moment_R_L20,Moment_R_L21,Moment_R_L22,Moment_G_L00,Moment_G_L01,Moment_G_L02,Moment_G_L10,Moment_G_L11,Moment_G_L12,Moment_G_L20,Moment_G_L21,Moment_G_L22,Moment_B_L00,Moment_B_L01,Moment_B_L02,Moment_B_L10,Moment_B_L11,Moment_B_L12,Moment_B_L20,Moment_B_L21,Moment_B_L22,contrast,dissimilarity,homogeneity,energy,correlation,average_red3,average_green3,average_blue3,area,area_variance01,area_variance02,area_variance03,area_variance1,area_variance2,area_variance3,average_blue,average_blue2,average_green,average_green2,average_red,average_red2,contrast2,correlation2,dissimilarity2,energy2,homogeneity2,m01,m02,m03,m10,m11,m12,m20,m21,m30,mu02,mu03,mu11,mu12,mu20,mu21,nu03,nu12,nu20,nu21,nu30,perimeter,symmetry
0.0007111111111111111,-32.75293818361893,18.988290934047736,-9.394163346318024,-27.805718703406352,21.72857675621706,-31.5346599067031,-61.5062010618955,-100.2223285227086,0.0003814814814814815,7.225492774065137,35.402747334529856,-6.649879632721031,-26.93455000241696,21.068281019690485,13.653775288777261,-37.851341985130624,-160.20018379945637,0.0006333333333333332,-28.59237003217752,30.633340837252003,-11.894330346874401,-5.5270209370231065,13.838488150650745,4.730199033002761,-37.55409883245077,-120.52427564613035,759.5454515050168,19.27579710144928,0.09920557249243428,0.010504165446947331,0.9191734236060348,121.28118518518512,123.21507777777764,124.68495925925934,33645.0,123.03405288720992,127.29611440906638,229.1087965461414,1.966002359979544,15.107401466625548,9.149701383698034,118.54812049360201,153.76031851851843,110.98936988799908,144.5428777777777,226.2240873208128,238.4104888888888,10.980549981419546,0.9762394522763368,2.362883686361947,0.05943979194753581,0.35288328868679564,5386371.833333333,947749161.6666666,179056707153.25,9010386.166666666,1547357452.25,286775036152.5333,2660254884.0,481070379175.6667,845059078302.3501,85421875.9800359,-23612743.475524906,104846224.56120132,-609937465.1470032,247205132.99812695,-978422117.0063783,-0.00011372216458552666,-0.002937541284443421,0.2183817887664532,-0.004712213180126682,0.001039446579159309,1176.111820936203,0.39958150150558913
0.0005703703703703704,7.089162633008988,-2.976611110842249,-1.4125702096085877,-20.114230451891448,-14.967084217890116,-64.14795344959022,-5.112080762043439,-134.67800664873934,0.0005592592592592591,9.661719450633344,37.14091047526245,-8.230988554999115,-9.328566225198509,-7.879793725915593,6.4888364991221525,-7.558170142983527,-198.45164434100155,0.0007148148148148147,-1.8267733976729867,31.324348012028715,-7.841985995177088,-16.018396067065428,-13.508520200779353,15.821618007435308,-4.909634047356431,-197.78072735320984,365.4700483091788,12.858528428093647,0.18333452831546634,0.018353196615219912,0.9580797304948968,121.35784444444448,123.5907222222222,124.24604814814816,41087.5,120.0251377410468,111.56453168044077,197.47892561983468,1.4801213729117295,11.458715973021338,6.331931579178759,129.26427709389333,196.36082222222225,128.4321988896935,182.21121851851854,204.48011103065411,213.8415666666666,7.605128205128205,0.9938791454223336,1.9389446302489781,0.06727327627914281,0.4214278229854196,9243689.833333332,2211389424.25,556589762569.55,12343000.333333332,2777834786.125,664575962569.0,3846624166.4166665,866257651703.4333,1239052814239.0,131783662.52514434,-215410328.4552002,959417.848437786,-174083617.08100128,138692137.72991896,284183144.71881866,-0.0006294949207125725,-0.0005087256192293191,0.08215469885112969,0.0008304701424278602,0.0004939511562084307,813.477263212204,0.015478272053923076
0.0006703703703703702,19.844124548378943,-54.00330639407843,34.819953533668254,10.727041773284835,-27.621608369214893,-72.68173476884267,-34.03216479994571,-21.67188704258453,0.00032962962962962964,23.320036649350595,-44.01051801101711,35.702109497312385,21.366574302258424,-18.61841275214127,-35.31056097076301,-47.31648770750799,-31.79346276494597,0.0008518518518518519,26.49440514724186,-34.078151365166384,30.609408273049308,22.75149028311227,-9.417922119219376,-26.044171444564924,-51.36072094182642,-31.72575595667611,418.17121516165,13.362653288740244,0.13899253516919946,0.01218480377035124,0.9604098699087896,125.30508518518532,125.92293703703696,126.08843703703705,118272.0,126.59681481481482,41.55831111111111,173.12740740740742,14.280085234305803,28.662560813837167,24.53851101652437,127.66250121961288,147.467225925926,128.52902678645142,146.2428888888889,153.80335337251103,166.22798888888892,39.37483091787439,0.9654305642354678,4.083853586027498,0.028982788060049825,0.2598065994595128,21850367.0,6254507307.0,2119038654417.1,27328347.666666664,4018538668.583333,1011517326518.1,9572846466.666666,1163304868943.8667,3976839607227.3,2217723131.246745,144104530479.12036,-1030284603.3682717,-52987854533.2959,3258261559.079026,-129124927274.98586,0.029955238557417857,-0.011014669822754921,0.2329281958754485,-0.0268414045510656,0.053874668293833035,5281.38927924633,1.441222236935116
0.000537037037037037,14.3014278396458,76.15964635472889,36.86409981450638,8.7264378268408,-41.022684862862526,47.83157001755662,-17.20981599333905,90.71905163844308,0.0002925925925925926,16.41000799306868,76.67769007125428,32.9808386384718,8.986223827512614,-33.80176144678268,55.63331536685929,-23.850714816865068,88.21814767323204,0.0008037037037037037,4.71109257609284,66.72966699543043,32.159306343906536,6.730817239199699,-27.92693696627568,49.74703526451765,-8.88509378268131,113.7713799443352,453.56441099962854,14.231939799331105,0.11971668141748,0.010949663112731213,0.9578643024844448,125.97055185185171,125.9513444444445,125.94901111111099,216588.0,114.45383703703705,123.86152592592592,171.25074074074075,1.3472119699445382,10.986863996899364,15.316204545301721,86.87167323719211,98.5064037037036,104.14589346020391,114.51907037037034,171.14955782139597,179.6501481481481,40.28778892604979,0.9698520610470048,4.2959866220735785,0.02702836749286951,0.2314772538377753,47807001.16666666,13277665276.166666,4146476457817.45,63487314.16666666,13791986052.833332,3779442451661.2334,23844150131.83333,5115825519949.066,10091427681304.953,2725329225.4636364,12614035749.325195,-221431599.27281567,-14818289184.470947,5234443868.803829,-17428022037.6084,0.0005777874175796211,-0.0006787535100573602,0.11158395872897596,-0.000798292635817936,0.0015310508264708782,2275.7585675716396,0.008582282351678183
0.0008296296296296296,-41.541291314030715,41.5192839159509,-27.14977250973812,-33.0922710389623,10.711837892732888,80.2145074699919,-32.03600882740253,-101.56077879083595,0.0003851851851851852,-13.058890868593767,32.70185342555538,5.228140641810471,-50.47020948177747,-3.120890369046413,110.26808347308172,-13.494752320360966,-95.12742125440813,0.0007444444444444445,-22.39174256372224,51.6924914905211,-18.22432058987262,-24.43486012309563,6.836652996241763,104.19079490948393,-29.485384767986595,-85.23721915544077,532.3172203641768,16.617376439985133,0.08059719735471492,0.008951293417965278,0.9468622812211688,125.21232592592597,125.54373333333331,125.89775185185191,89860.0,115.43312807881772,152.48525246305417,210.54923029556647,1.3925907275053548,11.443485218181143,8.500005941677163,88.92346549646841,135.54602592592607,108.67145652101824,142.47451111111104,212.7102101272259,230.82184444444408,30.931549609810485,0.9803088716369498,4.2669936826458565,0.03195974995550428,0.21106781298171745,20845426.33333333,5766945115.0,1761516680632.7002,28989929.5,7011662786.583333,1984006936502.817,9906458550.166666,2482233706801.3164,3558478819575.95,931291887.5525627,-8356259905.078856,286674584.92768186,-9483383970.332886,553954517.0599403,-803283458.0855713,-0.00345219964654612,-0.003917845443096635,0.0686027112060733,-0.000331858379416118,0.0021109997956451194,1386.6559783220291,0.015342446437453972
0.0005925925925925926,-3.1737585746063286,83.40037742978319,42.030656538672936,1.9885212044816527,-9.3407189581594,108.94049875619629,18.727274979288982,-55.00386788712138,9.25925925925926e-05,-13.689282628058367,86.94280199272873,27.93911101836405,2.0940303340256943,-4.887414751926843,106.94326678788572,21.901565948314932,-68.04660271261058,3.703703703703704e-05,-9.819895817867797,79.70170975581121,27.15836264143929,-14.111320887695644,-9.699648003661958,115.68830099703956,26.924968118920663,-62.97801692226785,131.14339650687478,8.087774061687107,0.1489656817636558,0.012033694847992313,0.9874988532885051,125.8094222222222,126.57028518518524,126.6015185185185,89199.5,116.19769471613421,177.4680114155884,99.24346790058463,2.654718665059234,23.627252002481324,23.588033496911248,50.08248317294321,131.06293703703696,61.81012404739389,132.63617777777782,119.78193246926628,169.6306629629629,38.72582311408398,0.9937389338089404,4.3964585655890005,0.023795452067147626,0.2287071345329109,20960987.166666664,5630454679.916666,1653616302187.9502,24255414.33333333,5746654121.291666,1550682965788.0,7202479254.75,1717864541514.9,2290481780790.0,704833090.0964918,-741435249.3745117,46875214.87198162,-2398752171.934143,606869139.4279175,-138706758.52658078,-0.0003120090416160013,-0.001009437259519108,0.07627289194318337,-5.837025260135731e-05,0.0008066638824885704,1445.2905342578888,0.02132060016061016
0.000762962962962963,-30.76826033161077,54.24783920071412,8.97408310146559,28.372199829461568,-6.4427672639820415,20.299093444970588,-63.76618280692149,-81.55321274575023,0.0002296296296296296,-8.924255233856641,62.54783984078061,15.526385828232765,28.62400385745619,2.592270425910357,45.60911252992869,-62.44583203991697,-89.28947329614519,0.000762962962962963,-12.216032863155878,62.96795504229683,22.54254086440352,24.599260745141788,-8.310203153970589,39.77502092813821,-64.11016483467581,-70.88573861200257,1104.2733184689703,22.165247120029726,0.09032775916099887,0.009311411371889526,0.8906085532374719,123.29320740740734,124.52905925925928,124.72111851851858,42138.0,122.43010129362949,124.08109592384672,176.83616060532097,1.6973886789849641,14.718952429594871,20.58912517261882,89.28766206801089,117.09477407407414,82.63281502330088,111.38913333333332,168.49056429659026,191.99351851851856,46.65198439241917,0.9124823971539252,4.006209587513936,0.042553826595756634,0.26369758704240864,7656093.0,1541714711.6666665,334866344034.30005,12130310.333333332,2151201041.833333,421374265462.2333,3763741336.6666665,663515120307.2666,1223324829354.7,150671946.8309126,-713890.7374267578,-52766494.14039612,-3266380157.7896805,271776155.99901724,10057295939.373772,-1.9586054115988705e-06,-0.0089615252278608,0.15306063617782792,0.027592841901705963,-0.04559891974745984,1671.9007071256638,0.23623276218635497
0.0008407407407407407,19.320103810942364,10.803631052592051,-30.80190467445872,11.60130401783229,28.87553276376666,-27.031324999867678,-19.640089944522586,-127.23415273764664,0.0001,23.052733803512865,36.81002369063052,-12.669444537191195,8.503673283609142,21.54936568601077,15.7820758608394,-8.868458562072279,-133.86795164173478,0.0,24.91601568918377,40.819538534034415,-10.05450435911738,8.36483784679498,24.10477841378996,30.29102182360941,-6.132438121918353,-121.03083593467659,586.9844778892605,16.860784095131926,0.09236351320154512,0.009311728740129043,0.94324566933457,124.35805555555542,125.613611111111,125.94915555555563,73127.0,126.84904013961606,65.98145724258289,156.7162140052356,5.027260671976974,15.816309097843881,10.804745185317794,109.4345542638048,138.92495185185186,103.88271916955358,126.69905555555556,145.79627186764142,157.61458888888882,35.190564845782234,0.9549354496823046,4.209725009290227,0.03102025247102357,0.2346718396894333,14632696.666666664,3383720305.1666665,870546026091.8,23112176.5,4649570158.583333,1080965513795.25,7796795243.0,1573715873243.35,2774624917342.25,455720910.4331513,11085026400.912477,24828708.35343552,1586312739.99292,492069183.3072424,-2115635534.4181976,0.007665532673772441,0.001096969163576936,0.09201754734347507,-0.0014630071890078449,-0.00043964038144436864,1547.0722786188126,0.09754227186373637
1.4814814814814817e-05,-34.761692798813876,-29.17586915482673,13.443926247449784,17.609558696565355,-9.824003159110152,-74.92551164118997,37.50128837068472,-16.706463852837448,0.0002740740740740741,1.5025492699794998,-12.542178477396645,26.348124986087843,32.59112548184109,-16.356203528419645,-27.042392950408534,7.508874575748293,-2.7742410092191,0.0005074074074074074,32.577725488744456,-1.6957655654480817,23.38388293452168,11.423391044341516,-0.21075904964474626,-32.178693811343024,1.7595968719206705,-14.953163772998481,3576.250639167595,45.26108881456707,0.04161832036569173,0.0069951772155110005,0.6250128570498037,123.24694814814812,123.71179999999984,124.53218148148136,6259.5,118.56476190476192,219.03,135.06142857142856,2.3984312711347537,21.26209582914201,24.650519899030947,35.700562324273655,107.22419999999993,46.901905654482974,125.60545925925928,159.7341455795064,216.4357740740741,78.65877740616872,0.8289991424631509,6.527272389446303,0.035791567487457814,0.14992360995846335,1857773.833333333,556760358.25,168458126042.55002,1864211.1666666663,553307033.2916666,165822665295.95,557062697.25,165338181401.18332,167015742069.35,5386667.728708029,18275302.929901127,22789.3039457798,-5843650.784490824,1861279.5769120452,-7528420.197159171,0.005895429837202815,-0.0018851032634164511,0.04750423454215672,-0.0024285930158079523,0.0006648354822602526,322.3502856492996,0.01278953781897213
0.00027777777777777783,-47.96557938629157,49.706093335355035,35.93473542941967,0.6618167335311912,9.02979799526115,35.13768860377292,26.56952941502768,-56.66403339660389,0.0007555555555555554,-32.17418287551864,61.32633561378571,38.03816624002908,11.771093083870904,14.419262067643261,45.831650140537576,42.56690072417636,-67.72415769630156,0.0009,-30.671929052212292,62.43181646503076,41.66323637543912,1.3014601362328264,14.632296718012931,47.85424146858101,32.95112771235904,-66.85097820624232,1594.3780787811224,21.863102935711627,0.09081384701642917,0.008545246857687521,0.8487977012389106,126.36472222222211,126.38605925925928,126.675388888889,80257.5,119.35082918739636,151.90767827529018,165.76111111111112,2.461488475448932,37.88157313041704,39.3173324831594,73.09349967015363,126.82142222222221,76.35043822448401,125.17911851851851,161.7109956648761,199.267914814815,822.1626495726497,0.8114911162034364,14.397551096246747,0.01947999489004253,0.15802238834666069,20923215.666666664,6045038461.083333,1865530608994.6,19004566.5,5126617266.041666,1489324080033.8667,5334147209.583333,1456889975761.7,1680922615551.35,590333868.5674276,-18218687074.791748,172106553.2608242,-31846906998.642582,833962829.8939303,-15235786153.666471,-0.009983964033227285,-0.017452320945998592,0.1294718755976183,-0.00834931410543957,0.012531537881457307,2956.5394378900533,0.22652220148513458
