area,area_variance01,area_variance02,area_variance03,area_variance1,area_variance2,area_variance3,average_blue,average_blue2,average_green,average_green2,average_red,average_red2,contrast2,correlation2,dissimilarity2,energy2,homogeneity2,m01,m02,m03,m10,m11,m12,m20,m21,m30,mu02,mu03,mu11,mu12,mu20,mu21,nu03,nu12,nu20,nu21,nu30,perimeter,symmetry
33645.0,123.03405288720994,127.29611440906638,229.1087965461414,1.966002359979544,15.107401466625548,9.149701383698034,118.54812049360199,153.76031851851843,110.98936988799909,144.54287777777768,226.2240873208128,238.4104888888888,10.980549981419548,0.9762394522763369,2.362883686361947,0.059439791947535806,0.35288328868679564,5386371.833333333,947749161.6666666,179056707153.25,9010386.166666666,1547357452.25,286775036152.5333,2660254884.0,481070379175.6667,845059078302.3501,85421875.9800359,-23612743.475524902,104846224.56120133,-609937465.1470032,247205132.99812698,-978422117.0063782,-0.00011372216458552666,-0.0029375412844434208,0.21838178876645317,-0.0047122131801266825,0.001039446579159309,1176.111820936203,0.39958150150558913
41087.5,120.02513774104682,111.56453168044077,197.47892561983468,1.4801213729117297,11.458715973021338,6.331931579178759,129.26427709389333,196.36082222222223,128.43219888969347,182.21121851851854,204.48011103065411,213.8415666666666,7.605128205128205,0.9938791454223335,1.938944630248978,0.06727327627914281,0.4214278229854196,9243689.833333332,2211389424.25,556589762569.55,12343000.333333332,2777834786.125,664575962569.0,3846624166.4166665,866257651703.4333,1239052814239.0,131783662.52514434,-215410328.4552002,959417.8484377861,-174083617.08100128,138692137.72991896,284183144.71881866,-0.0006294949207125725,-0.0005087256192293191,0.08215469885112969,0.0008304701424278602,0.0004939511562084307,813.477263212204,0.015478272053923076
118272.0,126.59681481481482,41.55831111111111,173.12740740740742,14.280085234305805,28.662560813837164,24.53851101652437,127.66250121961288,147.467225925926,128.52902678645142,146.2428888888889,153.80335337251105,166.22798888888892,39.37483091787439,0.9654305642354678,4.083853586027499,0.028982788060049825,0.2598065994595128,21850367.0,6254507307.0,2119038654417.1,27328347.666666664,4018538668.583333,1011517326518.1,9572846466.666666,1163304868943.8667,3976839607227.3003,2217723131.246745,144104530479.12036,-1030284603.3682718,-52987854533.2959,3258261559.079026,-129124927274.98584,0.029955238557417857,-0.011014669822754921,0.23292819587544855,-0.0268414045510656,0.053874668293833035,5281.38927924633,1.441222236935116
216588.0,114.45383703703703,123.86152592592593,171.25074074074075,1.347211969944538,10.986863996899363,15.316204545301721,86.87167323719211,98.50640370370361,104.14589346020392,114.51907037037034,171.14955782139597,179.65014814814813,40.2877889260498,0.9698520610470048,4.2959866220735785,0.02702836749286951,0.2314772538377753,47807001.166666664,13277665276.166666,4146476457817.45,63487314.166666664,13791986052.833332,3779442451661.2334,23844150131.833332,5115825519949.066,10091427681304.951,2725329225.4636364,12614035749.325195,-221431599.2728157,-14818289184.470947,5234443868.803829,-17428022037.6084,0.0005777874175796211,-0.0006787535100573601,0.11158395872897597,-0.000798292635817936,0.0015310508264708782,2275.75856757164,0.008582282351678183
89860.0,115.43312807881773,152.48525246305417,210.54923029556647,1.392590727505355,11.443485218181142,8.500005941677163,88.92346549646841,135.54602592592607,108.67145652101824,142.47451111111104,212.7102101272259,230.82184444444408,30.931549609810485,0.9803088716369498,4.2669936826458565,0.03195974995550428,0.21106781298171742,20845426.333333332,5766945115.0,1761516680632.7002,28989929.5,7011662786.583333,1984006936502.8167,9906458550.166666,2482233706801.3164,3558478819575.95,931291887.5525627,-8356259905.078857,286674584.9276819,-9483383970.332886,553954517.0599403,-803283458.0855713,-0.0034521996465461196,-0.003917845443096635,0.0686027112060733,-0.000331858379416118,0.002110999795645119,1386.6559783220291,0.015342446437453972
89199.5,116.19769471613421,177.46801141558836,99.24346790058463,2.654718665059234,23.62725200248132,23.58803349691125,50.082483172943206,131.06293703703696,61.81012404739389,132.6361777777778,119.78193246926628,169.63066296296293,38.72582311408398,0.9937389338089403,4.3964585655890005,0.023795452067147626,0.22870713453291092,20960987.166666664,5630454679.916666,1653616302187.9502,24255414.333333332,5746654121.291666,1550682965788.0,7202479254.75,1717864541514.9,2290481780790.0,704833090.0964918,-741435249.3745117,46875214.87198162,-2398752171.934143,606869139.4279175,-138706758.5265808,-0.0003120090416160013,-0.001009437259519108,0.07627289194318337,-5.837025260135731e-05,0.0008066638824885704,1445.2905342578888,0.02132060016061016
42138.0,122.43010129362949,124.08109592384672,176.83616060532097,1.697388678984964,14.718952429594871,20.589125172618825,89.28766206801089,117.09477407407414,82.63281502330088,111.38913333333333,168.49056429659024,191.99351851851858,46.65198439241918,0.9124823971539253,4.006209587513936,0.04255382659575663,0.26369758704240864,7656093.0,1541714711.6666665,334866344034.30005,12130310.333333332,2151201041.833333,421374265462.23334,3763741336.6666665,663515120307.2666,1223324829354.7,150671946.8309126,-713890.7374267578,-52766494.14039612,-3266380157.7896805,271776155.99901724,10057295939.373772,-1.9586054115988705e-06,-0.0089615252278608,0.15306063617782792,0.027592841901705963,-0.04559891974745984,1671.9007071256638,0.23623276218635497
73127.0,126.84904013961606,65.98145724258289,156.7162140052356,5.027260671976974,15.816309097843881,10.804745185317792,109.43455426380481,138.92495185185186,103.88271916955358,126.69905555555557,145.79627186764145,157.61458888888882,35.190564845782234,0.9549354496823046,4.209725009290227,0.031020252471023566,0.23467183968943334,14632696.666666666,3383720305.1666665,870546026091.8,23112176.5,4649570158.583333,1080965513795.25,7796795243.0,1573715873243.35,2774624917342.25,455720910.43315125,11085026400.912476,24828708.353435516,1586312739.99292,492069183.3072424,-2115635534.4181976,0.00766553267377244,0.001096969163576936,0.09201754734347507,-0.001463007189007845,-0.00043964038144436864,1547.0722786188126,0.09754227186373637
6259.5,118.56476190476191,219.03,135.06142857142856,2.3984312711347537,21.262095829142012,24.650519899030947,35.70056232427366,107.22419999999993,46.901905654482974,125.60545925925928,159.73414557950642,216.43577407407406,78.65877740616872,0.8289991424631509,6.527272389446302,0.03579156748745781,0.14992360995846335,1857773.8333333333,556760358.25,168458126042.55002,1864211.1666666665,553307033.2916666,165822665295.95,557062697.25,165338181401.18332,167015742069.35,5386667.728708029,18275302.929901123,22789.3039457798,-5843650.784490824,1861279.5769120455,-7528420.197159171,0.005895429837202815,-0.001885103263416451,0.04750423454215672,-0.0024285930158079523,0.0006648354822602525,322.3502856492996,0.01278953781897213
80257.5,119.35082918739636,151.9076782752902,165.76111111111112,2.461488475448932,37.88157313041704,39.3173324831594,73.09349967015362,126.82142222222222,76.35043822448402,125.1791185185185,161.71099566487607,199.26791481481501,822.1626495726496,0.8114911162034364,14.397551096246747,0.019479994890042533,0.15802238834666069,20923215.666666664,6045038461.083333,1865530608994.6,19004566.5,5126617266.041666,1489324080033.8667,5334147209.583333,1456889975761.7,1680922615551.35,590333868.5674276,-18218687074.791748,172106553.2608242,-31846906998.64258,833962829.8939304,-15235786153.666473,-0.009983964033227283,-0.01745232094599859,0.1294718755976183,-0.00834931410543957,0.012531537881457309,2956.539437890053,0.22652220148513458
